departamento,codigodanedepartamento,municipio,codigodanemunicipio,tipoarea,sitio,ano,mes,rangoedad,grupoetnico,condicion,estado,genero,latitudcabecera,longitudcabecera,tipoevento,Ubicación,Actividad
ANTIOQUIA,5,GRANADA,5313,Rural,Sin informacin,2006,1,Mayor de 18 aos,No,Civil,Hombre,Herido,6.143703,-75.185183,Sin informacion,6143703 75185183,Pasando estando cerca
CAQUETA,18,MONTAITA,18410,Rural,Sin informacin,2009,12,Mayor de 18 aos,No,Civil,Hombre,Herido,1.49494421255,-75.4630895064,Sin informacion,149494421255 754630895064,Erradicador manual  PCI
PUTUMAYO,86,PUERTO ASS,86568,Rural,Sin informacin,2008,4,Mayor de 18 aos,No,Civil,Hombre,Muerto,0.502569,-76.49818,Sin informacion,0502569 7649818,Erradicador manual  PCI
CORDOBA,23,PUERTO LIBERTADOR,23580,Rural,Sin informacin,2009,11,Mayor de 18 aos,No,Civil,Hombre,Herido,7.883545,-75.670508,Sin informacion,7883545 75670508,Erradicador manual  PCI
CORDOBA,23,PUERTO LIBERTADOR,23580,Rural,Sin informacin,2009,11,Mayor de 18 aos,No,Civil,Hombre,Herido,7.883545,-75.670508,Sin informacion,7883545 75670508,Erradicador manual  PCI
CORDOBA,23,PUERTO LIBERTADOR,23580,Rural,Sin informacin,2009,11,Mayor de 18 aos,No,Civil,Hombre,Herido,7.883545,-75.670508,Sin informacion,7883545 75670508,Erradicador manual  PCI
CORDOBA,23,PUERTO LIBERTADOR,23580,Rural,Sin informacin,2009,11,Mayor de 18 aos,No,Civil,Hombre,Herido,7.883545,-75.670508,Sin informacion,7883545 75670508,Erradicador manual  PCI
NARIO,52,BARBACOAS,52079,Rural,Vereda Santa Lucia,2010,1,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,1.5875,-78.2275,Sin informacion,15875 782275,Fuerza pblica
ANTIOQUIA,5,TARAZ,5790,Rural,Quebrada Iraca,2010,1,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,7.372777777777777,-75.20444444444445,Sin informacion,7372777777777777 7520444444444445,Fuerza pblica
ANTIOQUIA,5,VALDIVIA,5854,Rural,Sin informacin,2008,3,Mayor de 18 aos,No,Civil,Hombre,Herido,7.165222,-75.438081,Sin informacion,7165222 75438081,Erradicador manual  PCI
CAUCA,19,TORIBO,19821,Rural,Vereda Vichiqui,2009,8,Menor de 18 aos,Indigena,Civil,Hombre,Muerto,2.955399,-76.268615,En cerca a edificio residencial,2955399 76268615,Sin Informacin
ANTIOQUIA,5,VALDIVIA,5854,Rural,Sin informacin,2008,3,Mayor de 18 aos,No,Civil,Hombre,Herido,7.165222,-75.438081,Sin informacion,7165222 75438081,Erradicador manual  PCI
CAUCA,19,TORIBO,19821,Rural,Vereda Vichiqui,2009,8,Menor de 18 aos,Indigena,Civil,Hombre,Herido,2.955399,-76.268615,En cerca a edificio residencial,2955399 76268615,Sin Informacin
NARIO,52,SANTA CRUZ,52699,Rural,Sin informacin,2009,7,Mayor de 18 aos,No,Civil,Mujer,Herido,1.225,-77.68,Sin informacion,1225 7768,Sin Informacin
ANTIOQUIA,5,VALDIVIA,5854,Urbana,Sin informacin,2009,4,Mayor de 18 aos,No,Civil,Hombre,Herido,7.274352,-75.382426,Sin informacion,7274352 75382426,Erradicador manual  PCI
ANTIOQUIA,5,VALDIVIA,5854,Rural,Sin informacin,2008,3,Mayor de 18 aos,No,Civil,Hombre,Herido,7.165222,-75.438081,Sin informacion,7165222 75438081,Erradicador manual  PCI
NARIO,52,RICAURTE,52612,Rural,Sin informacin,2009,12,Mayor de 18 aos,Indigena,Civil,Mujer,Muerto,1.212529,-77.995412,Sin informacion,1212529 77995412,Transito por via usual
GUAVIARE,95,EL RETORNO,95025,Rural,Tomachipan,2009,10,Mayor de 18 aos,No,Civil,Hombre,Herido,2.255,-71.7891666666667,Sin informacion,2255 717891666666667,Erradicador manual  PCI
GUAVIARE,95,EL RETORNO,95025,Rural,Tomachipan,2009,10,Mayor de 18 aos,No,Civil,Hombre,Herido,2.255,-71.7891666666667,Sin informacion,2255 717891666666667,Erradicador manual  PCI
META,50,SAN JUAN DE ARAMA,50683,Rural,Sin informacin,2009,12,Mayor de 18 aos,No,Civil,Hombre,Herido,3.380464,-73.878772,Sin informacion,3380464 73878772,Cuidado de animales
NORTE DE SANTANDER,54,TIB,54810,Rural,Sin informacin,2009,9,Mayor de 18 aos,No,Civil,Hombre,Herido,8.639326,-72.735541,Sin informacion,8639326 72735541,Erradicador manual  PCI
NORTE DE SANTANDER,54,TIB,54810,Rural,Sin informacin,2009,9,Mayor de 18 aos,No,Civil,Hombre,Herido,8.639326,-72.735541,Sin informacion,8639326 72735541,Erradicador manual  PCI
NORTE DE SANTANDER,54,TIB,54810,Rural,Sin informacin,2009,9,Mayor de 18 aos,No,Civil,Hombre,Herido,8.639326,-72.735541,Sin informacion,8639326 72735541,Erradicador manual  PCI
NORTE DE SANTANDER,54,TIB,54810,Rural,Sin informacin,2009,9,Mayor de 18 aos,No,Civil,Hombre,Herido,8.639326,-72.735541,Sin informacion,8639326 72735541,Erradicador manual  PCI
NORTE DE SANTANDER,54,TIB,54810,Rural,Sin informacin,2009,9,Mayor de 18 aos,No,Civil,Hombre,Muerto,8.639326,-72.735541,Sin informacion,8639326 72735541,Erradicador manual  PCI
NORTE DE SANTANDER,54,TIB,54810,Rural,Sin informacin,2009,9,Mayor de 18 aos,No,Civil,Hombre,Herido,8.639326,-72.735541,Sin informacion,8639326 72735541,Erradicador manual  PCI
NORTE DE SANTANDER,54,TIB,54810,Rural,Sin informacin,2009,9,Mayor de 18 aos,No,Civil,Hombre,Muerto,8.639326,-72.735541,Sin informacion,8639326 72735541,Erradicador manual  PCI
NORTE DE SANTANDER,54,TIB,54810,Rural,Sin informacin,2009,9,Mayor de 18 aos,No,Civil,Hombre,Herido,8.639326,-72.735541,Sin informacion,8639326 72735541,Erradicador manual  PCI
BOLIVAR,13,SAN PABLO,13670,Rural,Sin informacin,2009,8,Mayor de 18 aos,No,Civil,Hombre,Herido,7.483919,-73.933361,Sin informacion,7483919 73933361,Erradicador manual  PCI
BOLIVAR,13,SAN PABLO,13670,Rural,Sin informacin,2009,8,Mayor de 18 aos,No,Civil,Hombre,Herido,7.483919,-73.933361,Sin informacion,7483919 73933361,Erradicador manual  PCI
CAQUETA,18,MONTAITA,18410,Rural,Sin informacin,2009,10,Mayor de 18 aos,No,Civil,Hombre,Herido,1.49494421255,-75.4630895064,Sin informacion,149494421255 754630895064,Erradicador manual  PCI
PUTUMAYO,86,SAN MIGUEL,86757,Rural,Sin informacin,2008,9,Mayor de 18 aos,No,Civil,Hombre,Herido,0.343179,-76.911852,Sin informacion,0343179 76911852,Erradicador manual  PCI
ANTIOQUIA,5,TARAZ,5790,Rural,Sin informacin,2009,7,Mayor de 18 aos,No,Civil,Hombre,Herido,7.58831222222222,-75.4028944444444,Sin informacion,758831222222222 754028944444444,Erradicador manual  PCI
ANTIOQUIA,5,TARAZ,5790,Rural,Sin informacin,2009,7,Mayor de 18 aos,No,Civil,Hombre,Herido,7.58831222222222,-75.4028944444444,Sin informacion,758831222222222 754028944444444,Erradicador manual  PCI
ANTIOQUIA,5,TARAZ,5790,Rural,Sin informacin,2009,7,Mayor de 18 aos,No,Civil,Hombre,Herido,7.58831222222222,-75.4028944444444,Sin informacion,758831222222222 754028944444444,Erradicador manual  PCI
ANTIOQUIA,5,TARAZ,5790,Rural,Sin informacin,2009,7,Mayor de 18 aos,No,Civil,Hombre,Herido,7.58831222222222,-75.4028944444444,Sin informacion,758831222222222 754028944444444,Erradicador manual  PCI
ANTIOQUIA,5,TARAZ,5790,Rural,Sin informacin,2009,7,Mayor de 18 aos,No,Civil,Hombre,Herido,7.58831222222222,-75.4028944444444,Sin informacion,758831222222222 754028944444444,Erradicador manual  PCI
ANTIOQUIA,5,TARAZ,5790,Rural,Sin informacin,2009,7,Mayor de 18 aos,No,Civil,Hombre,Herido,7.58831222222222,-75.4028944444444,Sin informacion,758831222222222 754028944444444,Erradicador manual  PCI
CAUCA,19,SUREZ,19780,Rural,Vereda La Esperanza,2010,1,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,3.0572222222222223,-76.7761111111111,Sin informacion,30572222222222223 767761111111111,Fuerza pblica
CAUCA,19,SUREZ,19780,Rural,Vereda La Esperanza,2010,1,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,3.0572222222222223,-76.7761111111111,Sin informacion,30572222222222223 767761111111111,Fuerza pblica
BOLIVAR,13,EL CARMEN DE BOLVAR,13244,Rural,Sin informacin,2010,1,Menor de 18 aos,No,Civil,Hombre,Herido,9.685015,-75.122094,Sin informacion,9685015 75122094,Trabajos de casa
CAUCA,19,SUREZ,19780,Rural,Vereda La Esperanza,2010,1,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,3.0572222222222223,-76.7761111111111,Sin informacion,30572222222222223 767761111111111,Fuerza pblica
META,50,MAPIRIPN,50325,Rural,El Matire,2010,1,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,2.904166666666667,-71.46,Sin informacion,2904166666666667 7146,Fuerza pblica
HUILA,41,ALGECIRAS,41020,Rural,Vereda Termopilas,2010,1,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,2.604722222222222,-75.13416666666667,Sin informacion,2604722222222222 7513416666666667,Fuerza pblica
HUILA,41,ALGECIRAS,41020,Rural,Vereda Termopilas,2010,1,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,2.604722222222222,-75.13416666666667,Sin informacion,2604722222222222 7513416666666667,Fuerza pblica
ANTIOQUIA,5,ITUANGO,5361,Rural,Vereda Los Monos,2010,1,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,7.338888888888889,-75.80277777777778,Sin informacion,7338888888888889 7580277777777778,Fuerza pblica
VALLE DEL CAUCA,76,FLORIDA,76275,Rural,Sin informacin,2009,9,Mayor de 18 aos,Indigena,Civil,Hombre,Muerto,3.326974,-76.243463,Sin informacion,3326974 76243463,Transito por trocha atajo
HUILA,41,BARAYA,41078,Rural,Vereda Versalles,2010,1,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,3.0280555555555555,-74.90527777777778,Sin informacion,30280555555555555 7490527777777778,Fuerza pblica
CORDOBA,23,TIERRALTA,23807,Rural,Bocas De Pnico,2010,1,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,7.78,-76.34083333333334,Sin informacion,778 7634083333333334,Fuerza pblica
BOLIVAR,13,EL CARMEN DE BOLVAR,13244,Rural,Sin informacin,2010,1,Menor de 18 aos,No,Civil,Hombre,Herido,9.685015,-75.122094,Sin informacion,9685015 75122094,Trabajos de casa
BOLIVAR,13,TALAIGUA NUEVO,13780,Rural,Corregimiento El Porvenir,1993,9,Mayor de 18 aos,No,Civil,Hombre,Herido,9.385132,-74.663392,Sin informacion,9385132 74663392,Sin Informacin
VAUPES,97,CARUR,97161,Rural,Arara,2010,1,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,1.1241666666666668,-71.56416666666667,Sin informacion,11241666666666668 7156416666666667,Fuerza pblica
NORTE DE SANTANDER,54,TEORAMA,54800,Rural,Vereda La Valvula,2010,1,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,8.61888888888889,-73.17305555555555,Caminos,861888888888889 7317305555555555,Fuerza pblica
NORTE DE SANTANDER,54,TEORAMA,54800,Rural,Vereda La Valvula,2010,1,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,8.61888888888889,-73.17305555555555,Caminos,861888888888889 7317305555555555,Fuerza pblica
NORTE DE SANTANDER,54,TEORAMA,54800,Rural,Vereda La Valvula,2010,1,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,8.61888888888889,-73.17305555555555,Caminos,861888888888889 7317305555555555,Fuerza pblica
NORTE DE SANTANDER,54,HACAR,54344,Rural,Vereda El Cobre,2010,2,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,8.329444444444444,-73.03888888888889,Cerros,8329444444444444 7303888888888889,Fuerza pblica
ANTIOQUIA,5,CCERES,5120,Rural,Cerro Blanco,2010,2,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,7.390833333333333,-75.14972222222222,Caminos,7390833333333333 7514972222222222,Fuerza pblica
HUILA,41,ALGECIRAS,41020,Urbana,Sin informacin,2008,12,Mayor de 18 aos,No,Civil,Mujer,Herido,2.522444,-75.313361,Sin informacion,2522444 75313361,Otra
HUILA,41,BARAYA,41078,Rural,La Libertad,2010,2,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,3.117777777777778,-74.84416666666667,Sin informacion,3117777777777778 7484416666666667,Fuerza pblica
CORDOBA,23,TIERRALTA,23807,Rural,El Chispas,2010,2,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,7.907777777777778,-76.17194444444445,Sin informacion,7907777777777778 7617194444444445,Fuerza pblica
NORTE DE SANTANDER,54,TIB,54810,Rural,Sin informacin,2009,9,Mayor de 18 aos,No,Civil,Hombre,Muerto,8.639326,-72.735541,Sin informacion,8639326 72735541,Erradicador manual  PCI
NORTE DE SANTANDER,54,TIB,54810,Rural,Sin informacin,2009,9,Mayor de 18 aos,No,Civil,Hombre,Herido,8.639326,-72.735541,Sin informacion,8639326 72735541,Erradicador manual  PCI
ARAUCA,81,PUERTO RONDN,81591,Rural,Vereda Las Villas,2010,2,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,6.509722222222222,-71.14166666666667,Sin informacion,6509722222222222 7114166666666667,Fuerza pblica
NARIO,52,SAMANIEGO,52678,Rural,Vereda San Diego,2010,2,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,1.5519444444444446,-77.76916666666666,Sin informacion,15519444444444446 7776916666666666,Fuerza pblica
CAQUETA,18,MONTAITA,18410,Rural,Arenoso Bajo,2010,2,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,1.0422222222222222,-75.02055555555556,Sin informacion,10422222222222222 7502055555555556,Fuerza pblica
NORTE DE SANTANDER,54,TIB,54810,Rural,Sin informacin,2009,9,Mayor de 18 aos,No,Civil,Hombre,Herido,8.639326,-72.735541,Sin informacion,8639326 72735541,Erradicador manual  PCI
NORTE DE SANTANDER,54,TIB,54810,Rural,Sin informacin,2009,9,Mayor de 18 aos,No,Civil,Hombre,Herido,8.639326,-72.735541,Sin informacion,8639326 72735541,Erradicador manual  PCI
ARAUCA,81,TAME,81794,Rural,Vereda Cao Limn,2009,2,Mayor de 18 aos,Indigena,Civil,Hombre,Herido,6.461209,-71.730855,Sin informacion,6461209 71730855,Transito por via usual
CAQUETA,18,MONTAITA,18410,Rural,Las Granjas,2010,2,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,1.1202777777777777,-75.06166666666667,Sin informacion,11202777777777777 7506166666666667,Fuerza pblica
CORDOBA,23,TIERRALTA,23807,Rural,Casa Lizardo,2010,2,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,7.756388888888889,-76.30277777777778,Sin informacion,7756388888888889 7630277777777778,Fuerza pblica
GUAVIARE,95,MIRAFLORES,95200,Rural,Ro Itilla,2010,2,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,1.4830555555555556,-71.57916666666667,en sobre cerca rivera de un rio,14830555555555556 7157916666666667,Fuerza pblica
TOLIMA,73,RIOBLANCO,73616,Rural,El Quebradn,2010,2,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,3.5027777777777778,-75.76388888888889,Sin informacion,35027777777777778 7576388888888889,Fuerza pblica
META,50,MAPIRIPN,50325,Rural,Sin informacin,2010,1,Menor de 18 aos,Indigena,Civil,Mujer,Herido,2.892158,-72.133961,Sin informacion,2892158 72133961,Sin Informacin
META,50,MAPIRIPN,50325,Rural,Sin informacin,2010,1,Menor de 18 aos,No,Civil,Hombre,Herido,2.892158,-72.133961,Sin informacion,2892158 72133961,Sin Informacin
META,50,MAPIRIPN,50325,Rural,Sin informacin,2010,1,Mayor de 18 aos,Indigena,Civil,Mujer,Herido,2.892158,-72.133961,Sin informacion,2892158 72133961,Trabajos de casa
META,50,MAPIRIPN,50325,Rural,Sin informacin,2010,1,Mayor de 18 aos,Indigena,Civil,Hombre,Herido,2.892158,-72.133961,Sin informacion,2892158 72133961,Agricultura
CORDOBA,23,TIERRALTA,23807,Rural,Vereda Lorenzo,2010,2,Mayor de 18 aos,No,Civil,Hombre,Herido,8.181547,-76.052223,Sin informacion,8181547 76052223,Sin Informacin
META,50,MAPIRIPN,50325,Rural,Sin informacin,2010,1,Menor de 18 aos,No,Civil,Hombre,Herido,2.892158,-72.133961,Sin informacion,2892158 72133961,Sin Informacin
CORDOBA,23,CINAGA DE ORO,23189,Rural,Vereda Puente Seco,2009,3,Mayor de 18 aos,Indigena,Civil,Hombre,Herido,8.867215,-75.618582,Sin informacion,8867215 75618582,Recogiendo comida agua   madera
PUTUMAYO,86,PUERTO ASS,86568,Rural,Vereda El Porvenir,2010,2,Mayor de 18 aos,No,Civil,Hombre,Herido,0.502569,-76.49818,Sin informacion,0502569 7649818,Trabajos de casa
ARAUCA,81,TAME,81794,Rural,Vereda Galaxia,2010,1,Mayor de 18 aos,No,Civil,Hombre,Herido,6.461209,-71.730855,Sin informacion,6461209 71730855,Trabajos de casa
GUAVIARE,95,CALAMAR,95015,Rural,Sin informacin,2010,1,Mayor de 18 aos,No,Civil,Hombre,Herido,1.958453,-72.654146,Sin informacion,1958453 72654146,Agricultura
ANTIOQUIA,5,SAN CARLOS,5649,Rural,Vereda Puerto Rico,2000,10,Mayor de 18 aos,No,Civil,Hombre,Herido,6.187566,-74.993636,Sin informacion,6187566 74993636,Sin Informacin
GUAVIARE,95,MIRAFLORES,95200,Rural,Ro Itilla,2010,2,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,1.4583333333333333,-72.5225,en sobre cerca rivera de un rio,14583333333333333 725225,Fuerza pblica
GUAVIARE,95,MIRAFLORES,95200,Rural,Ro Itilla,2010,2,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,1.4583333333333333,-72.5225,en sobre cerca rivera de un rio,14583333333333333 725225,Fuerza pblica
GUAVIARE,95,MIRAFLORES,95200,Rural,Ro Itilla,2010,2,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,1.4427777777777775,-72.52305555555556,en sobre cerca rivera de un rio,14427777777777777 7252305555555556,Fuerza pblica
GUAVIARE,95,MIRAFLORES,95200,Rural,Ro Itilla,2010,2,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,1.4427777777777775,-72.52305555555556,en sobre cerca rivera de un rio,14427777777777777 7252305555555556,Fuerza pblica
NORTE DE SANTANDER,54,HACAR,54344,Rural,Vereda El Cobre,2010,2,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,8.35416617722222,-73.0772514972222,Sin informacion,835416617722222 730772514972222,Fuerza pblica
NORTE DE SANTANDER,54,HACAR,54344,Rural,Vereda El Cobre,2010,2,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,8.35416617722222,-73.0772514972222,Sin informacion,835416617722222 730772514972222,Fuerza pblica
HUILA,41,ALGECIRAS,41020,Rural,Vereda Termopilas,2010,2,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,2.591388888888889,-75.13888888888889,Sin informacion,2591388888888889 7513888888888889,Fuerza pblica
ANTIOQUIA,5,APARTAD,5045,Rural,Corregimiento San Jose,2008,8,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,7.904444444444445,-76.46194444444444,Sin informacion,7904444444444445 7646194444444444,Fuerza pblica
ANTIOQUIA,5,APARTAD,5045,Rural,Corregimiento San Jose,2008,8,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,7.904444444444445,-76.46194444444444,Sin informacion,7904444444444445 7646194444444444,Fuerza pblica
NORTE DE SANTANDER,54,LA PLAYA,54398,Rural,Vereda Mesa RicaEjer Location,2010,1,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,8.231111111111112,-73.08694444444444,Sin informacion,8231111111111112 7308694444444444,Fuerza pblica
NORTE DE SANTANDER,54,LA PLAYA,54398,Rural,Vereda Mesa RicaEjer Location,2003,5,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,8.231111111111112,-73.08694444444444,Sin informacion,8231111111111112 7308694444444444,Fuerza pblica
PUTUMAYO,86,VALLE DEL GUAMUEZ,86865,Rural,Vereda El Tigre,2008,8,Mayor de 18 aos,No,Civil,Hombre,Herido,0.424591,-76.905657,Sin informacion,0424591 76905657,Erradicador manual  PCI
PUTUMAYO,86,VALLE DEL GUAMUEZ,86865,Rural,Vereda El Tigre,2008,8,Mayor de 18 aos,No,Civil,Hombre,Herido,0.424591,-76.905657,Sin informacion,0424591 76905657,Erradicacion de cultivos ilicitos
PUTUMAYO,86,VALLE DEL GUAMUEZ,86865,Rural,Vereda El Tigre,2008,8,Mayor de 18 aos,No,Civil,Hombre,Herido,0.424591,-76.905657,Sin informacion,0424591 76905657,Erradicacion de cultivos ilicitos
PUTUMAYO,86,VALLE DEL GUAMUEZ,86865,Rural,Vereda El Tigre,2008,8,Mayor de 18 aos,No,Civil,Hombre,Herido,0.424591,-76.905657,Sin informacion,0424591 76905657,Erradicador manual  PCI
PUTUMAYO,86,VALLE DEL GUAMUEZ,86865,Rural,Vereda El Tigre,2008,8,Mayor de 18 aos,No,Civil,Hombre,Herido,0.424591,-76.905657,Sin informacion,0424591 76905657,Erradicador manual  PCI
CAQUETA,18,SOLANO,18756,Rural,Puerto Tejada,2010,3,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,0.9913888889,-75.0827777778,Sin informacion,09913888889 750827777778,Fuerza pblica
NORTE DE SANTANDER,54,SAN CALIXTO,54670,Rural,Sin informacin,2010,3,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,8.438055555555556,-73.23305555555555,Sin informacion,8438055555555556 7323305555555555,Fuerza pblica
ANTIOQUIA,5,SAN ANDRS,5647,Rural,Vereda El Peol,2010,3,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,6.980833333333333,-75.62638888888888,Caminos,6980833333333333 7562638888888888,Fuerza pblica
CASANARE,85,AGUAZUL,85010,Rural,Cuman,2010,3,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,5.2988888888888885,-72.60666666666667,Sin informacion,52988888888888885 7260666666666667,Fuerza pblica
HUILA,41,ISNOS,41359,Rural,Vereda Palmar,2010,3,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,1.929816,-76.216388,Sin informacion,1929816 76216388,Fuerza pblica
ARAUCA,81,ARAUQUITA,81065,Rural,Vereda Cao Claro,2010,3,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,6.6275,-71.24527777777777,Sin informacion,66274999999999995 7124527777777777,Fuerza pblica
ARAUCA,81,ARAUQUITA,81065,Rural,Vereda Cao Claro,2010,3,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,6.6275,-71.24527777777777,Sin informacion,66274999999999995 7124527777777777,Fuerza pblica
CAQUETA,18,PUERTO RICO,18592,Rural,Vereda El Retorno,2010,3,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,2.1016666666666666,-75.035,Sin informacion,21016666666666666 75035,Fuerza pblica
CAQUETA,18,FLORENCIA,18001,Rural,Vereda Remolinos Orteguaza,2010,3,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,1.968888888888889,-75.48611111111111,Sin informacion,1968888888888889 7548611111111111,Fuerza pblica
ANTIOQUIA,5,MEDELLN,5001,Rural,Vereda El Respaldo,2010,3,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,6.229209,-75.564887,Sin informacion,6229209 75564887,Fuerza pblica
NARIO,52,SAMANIEGO,52678,Rural,La Conga,2010,3,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,1.5769444444444445,-77.81277777777778,Cerros,15769444444444445 7781277777777778,Fuerza pblica
ARAUCA,81,TAME,81794,Rural,La Siberia,2010,3,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,6.459722222222222,-71.3625,Canos,6459722222222222 713625,Fuerza pblica
ARAUCA,81,TAME,81794,Rural,La Siberia,2010,3,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,6.459722222222222,-71.3625,Canos,6459722222222222 713625,Fuerza pblica
ANTIOQUIA,5,GRANADA,5313,Rural,Vereda La Lnda,2004,11,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,6.111667,-75.095833,Sin informacion,6111667 75095833,Fuerza pblica
HUILA,41,COLOMBIA,41206,Rural,Vereda El Playn,2009,3,Mayor de 18 aos,No,Civil,Hombre,Herido,3.375361,-74.802161,Sin informacion,3375361 74802161,Transito por via usual
NORTE DE SANTANDER,54,EL TARRA,54250,Rural,Sin informacin,2008,10,Mayor de 18 aos,No,Civil,Hombre,Herido,8.58341,-73.0921120209,Sin informacion,858341 730921120209,Erradicador manual  PCI
META,50,PUERTO RICO,50590,Rural,Sin informacin,2006,3,Mayor de 18 aos,No,Civil,Hombre,Herido,2.939542,-73.207891,Sin informacion,2939542 73207891,Erradicador manual  PCI
CAUCA,19,BALBOA,19075,Rural,Sin informacin,2006,9,Mayor de 18 aos,No,Civil,Hombre,Herido,2.039527,-77.217142,Sin informacion,2039527 77217142,Erradicador manual  PCI
CAUCA,19,BALBOA,19075,Rural,Sin informacin,2006,9,Mayor de 18 aos,No,Civil,Hombre,Herido,2.039527,-77.217142,Sin informacion,2039527 77217142,Erradicador manual  PCI
BOLIVAR,13,SANTA ROSA DEL SUR,13688,Rural,Vereda El Golfo,2010,2,Menor de 18 aos,No,Civil,Hombre,Herido,7.963275,-74.051674,Sin informacion,7963275 74051674,Jugando
META,50,URIBE,50370,Rural,Vereda Candilejas,2009,5,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,3.0508333333333333,-74.44111111111111,Caminos,30508333333333333 7444111111111111,Fuerza pblica
NARIO,52,SANTA CRUZ,52699,Rural,Sin informacin,2008,5,Mayor de 18 aos,Indigena,Civil,Hombre,Muerto,1.22182,-77.677265,Sin informacion,122182 77677265,Sin Informacin
NARIO,52,SAMANIEGO,52678,Rural,Sin informacin,2007,2,Menor de 18 aos,No,Civil,Hombre,Herido,1.337083,-77.59313,Sin informacion,1337083 7759313,Sin Informacin
NARIO,52,SAMANIEGO,52678,Rural,Sin informacin,2006,11,Mayor de 18 aos,No,Civil,Hombre,Herido,1.337083,-77.59313,Sin informacion,1337083 7759313,Sin Informacin
ARAUCA,81,TAME,81794,Rural,Vereda Algarrobo,2009,1,Mayor de 18 aos,No,Civil,Hombre,Muerto,6.461209,-71.730855,Sin informacion,6461209 71730855,Sin Informacin
ARAUCA,81,TAME,81794,Rural,Vereda Algarrobo,2009,1,Mayor de 18 aos,No,Civil,Hombre,Herido,6.461209,-71.730855,Sin informacion,6461209 71730855,Sin Informacin
NORTE DE SANTANDER,54,TIB,54810,Rural,Sin informacin,2009,9,Mayor de 18 aos,No,Civil,Hombre,Herido,8.639326,-72.735541,Sin informacion,8639326 72735541,Erradicador manual  PCI
PUTUMAYO,86,VALLE DEL GUAMUEZ,86865,Rural,Vereda El Tigre,2008,8,Mayor de 18 aos,No,Civil,Hombre,Muerto,0.424591,-76.905657,Sin informacion,0424591 76905657,Erradicador manual  PCI
PUTUMAYO,86,VALLE DEL GUAMUEZ,86865,Rural,Vereda El Tigre,2008,8,Mayor de 18 aos,No,Civil,Hombre,Herido,0.424591,-76.905657,Sin informacion,0424591 76905657,Erradicacion de cultivos ilicitos
