departamento,codigodanedepartamento,municipio,codigodanemunicipio,tipoarea,sitio,ano,mes,rangoedad,grupoetnico,condicion,estado,genero,latitudcabecera,longitudcabecera,tipoevento,Ubicación,Actividad
CESAR,20,BECERRIL,20045,Rural,Estados Unidos,2004,4,Mayor de 18 aos,No,Civil,Hombre,Herido,9.703258,-73.282618,Sin informacion,9703258 73282618,Agricultura
CESAR,20,BECERRIL,20045,Rural,Estados Unidos,2004,4,Mayor de 18 aos,No,Civil,Hombre,Herido,9.703258,-73.282618,Sin informacion,9703258 73282618,Agricultura
CAQUETA,18,CARTAGENA DEL CHAIR,18150,Rural,Peas Coloradas,2004,11,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,1.335258,-74.843733,Sin informacion,1335258 74843733,Fuerza pblica
CAQUETA,18,CARTAGENA DEL CHAIR,18150,Rural,Peas Coloradas,2004,11,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,1.335258,-74.843733,Sin informacion,1335258 74843733,Fuerza pblica
SANTANDER,68,LA BELLEZA,68377,Rural,Corregimiento De La Quitaz Vereda San Antonio,2002,4,Mayor de 18 aos,No,Civil,Hombre,Herido,5.856572,-73.965492,Sin informacion,5856572 73965492,Sin Informacin
SANTANDER,68,LA BELLEZA,68377,Rural,Corregimiento De La Quitaz Vereda San Antonio,2002,4,Mayor de 18 aos,No,Civil,Hombre,Herido,5.856572,-73.965492,Sin informacion,5856572 73965492,Agricultura
NARIO,52,SAMANIEGO,52678,Rural,Sin informacin,2007,8,Menor de 18 aos,No,Civil,Hombre,Herido,1.337083,-77.59313,Sin informacion,1337083 7759313,Agricultura
CALDAS,17,SAMAN,17662,Rural,Sin informacin,2002,9,Menor de 18 aos,No,Civil,Hombre,Herido,5.411801,-74.989572,Sin informacion,5411801 74989572,Pasando estando cerca
CALDAS,17,SAMAN,17662,Rural,Sin informacin,2002,9,Menor de 18 aos,No,Civil,Hombre,Herido,5.411801,-74.989572,Sin informacion,5411801 74989572,Pasando estando cerca
CALDAS,17,SAMAN,17662,Rural,Sin informacin,2002,9,Menor de 18 aos,No,Civil,Hombre,Herido,5.411801,-74.989572,Sin informacion,5411801 74989572,Pasando estando cerca
NORTE DE SANTANDER,54,EL TARRA,54250,Rural,Vereda El Porvenir,2007,5,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,8.660833,-73.130278,Sin informacion,8660833 73130278,Fuerza pblica
NORTE DE SANTANDER,54,EL TARRA,54250,Rural,Vereda El Porvenir,2007,5,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,8.660833,-73.130278,Sin informacion,8660833 73130278,Fuerza pblica
NORTE DE SANTANDER,54,EL TARRA,54250,Rural,Vereda El Porvenir,2007,5,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,8.660833,-73.130278,Sin informacion,8660833 73130278,Fuerza pblica
NORTE DE SANTANDER,54,TIB,54810,Rural,Quebrada El Castillo,2004,7,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,8.639326,-72.735541,Sin informacion,8639326 72735541,Fuerza pblica
BOLIVAR,13,EL CARMEN DE BOLVAR,13244,Rural,Sector Vereda La Cansona,2006,2,Mayor de 18 aos,No,Civil,Hombre,Herido,9.685015,-75.122094,Sin informacion,9685015 75122094,Agricultura
CUNDINAMARCA,25,LA PALMA,25394,Rural,Sin informacin,2001,10,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,5.308,-74.45,Sin informacion,5308 7445,Fuerza pblica
CUNDINAMARCA,25,LA PALMA,25394,Rural,Sin informacin,2001,10,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,5.308,-74.45,Sin informacion,5308 7445,Fuerza pblica
CUNDINAMARCA,25,LA PALMA,25394,Rural,Sin informacin,2001,10,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,5.308,-74.45,Sin informacion,5308 7445,Fuerza pblica
CUNDINAMARCA,25,LA PALMA,25394,Rural,Sin informacin,2001,10,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,5.308,-74.45,Sin informacion,5308 7445,Fuerza pblica
CUNDINAMARCA,25,LA PALMA,25394,Rural,Sin informacin,2001,10,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,5.308,-74.45,Sin informacion,5308 7445,Fuerza pblica
CUNDINAMARCA,25,LA PALMA,25394,Rural,Sin informacin,2001,10,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,5.308,-74.45,Sin informacion,5308 7445,Fuerza pblica
CUNDINAMARCA,25,LA PALMA,25394,Rural,Sin informacin,2001,10,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,5.308,-74.45,Sin informacion,5308 7445,Fuerza pblica
CUNDINAMARCA,25,LA PALMA,25394,Rural,Sin informacin,2001,10,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,5.308,-74.45,Sin informacion,5308 7445,Fuerza pblica
CUNDINAMARCA,25,LA PALMA,25394,Rural,Sin informacin,2001,10,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,5.308,-74.45,Sin informacion,5308 7445,Fuerza pblica
CUNDINAMARCA,25,LA PALMA,25394,Rural,Sin informacin,2001,10,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,5.308,-74.45,Sin informacion,5308 7445,Fuerza pblica
ARAUCA,81,ARAUCA,81001,Rural,Oriente Cao Limon,2007,12,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,7.087606,-70.75831,Sin informacion,7087606 7075831,Fuerza pblica
CAQUETA,18,SAN VICENTE DEL CAGUN,18753,Rural,Sector Coreguaje,2007,11,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,2.120008,-74.768227,Sin informacion,2120008 74768227,Fuerza pblica
CAQUETA,18,SAN VICENTE DEL CAGUN,18753,Rural,Vereda Santo Domingo,2007,3,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,2.625,-74.85,Sin informacion,2625 7485,Fuerza pblica
META,50,URIBE,50370,Rural,Vereda Yavia,2007,11,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,3.205278,-74.398333,Sin informacion,3205278 74398333,Fuerza pblica
META,50,URIBE,50370,Rural,Vereda Yavia,2007,11,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,3.205278,-74.398333,Sin informacion,3205278 74398333,Fuerza pblica
LA GUAJIRA,44,LA JAGUA DEL PILAR,44420,Rural,Sin informacin,1999,12,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,10.51962,-73.081068,Sin informacion,1051962 73081068,Fuerza pblica
LA GUAJIRA,44,LA JAGUA DEL PILAR,44420,Rural,Sin informacin,1999,12,Mayor de 18 aos,No,Civil,Mujer,Herido,10.51962,-73.081068,Sin informacion,1051962 73081068,Sin Informacin
LA GUAJIRA,44,LA JAGUA DEL PILAR,44420,Rural,Sin informacin,1999,12,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,10.51962,-73.081068,Sin informacion,1051962 73081068,Fuerza pblica
LA GUAJIRA,44,LA JAGUA DEL PILAR,44420,Rural,Sin informacin,1999,12,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,10.51962,-73.081068,Sin informacion,1051962 73081068,Fuerza pblica
LA GUAJIRA,44,LA JAGUA DEL PILAR,44420,Rural,Sin informacin,1999,12,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,10.51962,-73.081068,Sin informacion,1051962 73081068,Fuerza pblica
LA GUAJIRA,44,LA JAGUA DEL PILAR,44420,Rural,Sin informacin,1999,12,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,10.51962,-73.081068,Sin informacion,1051962 73081068,Fuerza pblica
LA GUAJIRA,44,LA JAGUA DEL PILAR,44420,Rural,Sin informacin,1999,12,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,10.51962,-73.081068,Sin informacion,1051962 73081068,Fuerza pblica
LA GUAJIRA,44,LA JAGUA DEL PILAR,44420,Rural,Sin informacin,1999,12,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,10.51962,-73.081068,Sin informacion,1051962 73081068,Fuerza pblica
LA GUAJIRA,44,LA JAGUA DEL PILAR,44420,Rural,Sin informacin,1999,12,Mayor de 18 aos,No,Civil,Sin Informacin,Herido,10.51962,-73.081068,Sin informacion,1051962 73081068,Sin Informacin
LA GUAJIRA,44,LA JAGUA DEL PILAR,44420,Rural,Sin informacin,1999,12,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,10.51962,-73.081068,Sin informacion,1051962 73081068,Fuerza pblica
LA GUAJIRA,44,LA JAGUA DEL PILAR,44420,Rural,Sin informacin,1999,12,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,10.51962,-73.081068,Sin informacion,1051962 73081068,Fuerza pblica
CAQUETA,18,FLORENCIA,18001,Rural,Sitio San Guillermo,2005,6,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,1.621012,-75.619118,Sin informacion,1621012 75619118,Fuerza pblica
CAQUETA,18,FLORENCIA,18001,Rural,Sitio San Guillermo,2005,6,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,1.621012,-75.619118,Sin informacion,1621012 75619118,Fuerza pblica
CAQUETA,18,FLORENCIA,18001,Rural,Sitio San Guillermo,2005,6,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,1.621012,-75.619118,Sin informacion,1621012 75619118,Fuerza pblica
CAQUETA,18,FLORENCIA,18001,Rural,Sitio San Guillermo,2005,6,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,1.621012,-75.619118,Sin informacion,1621012 75619118,Fuerza pblica
META,50,VISTAHERMOSA,50711,Rural,Sector Ro Nuevo,2006,5,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,3.125088,-73.752373,Sin informacion,3125088 73752373,Fuerza pblica
HUILA,41,COLOMBIA,41206,Rural,Vereda Pantanos,2004,10,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,3.613889,-74.615278,Sin informacion,3613889 74615278,Sin Informacin
BOLIVAR,13,ARENAL,13042,Rural,Sin informacin,2004,3,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,8.457,-73.925,Sin informacion,8457 73925,Fuerza pblica
BOLIVAR,13,ARENAL,13042,Rural,Sin informacin,2004,3,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,8.457,-73.925,Sin informacion,8457 73925,Fuerza pblica
NORTE DE SANTANDER,54,LA PLAYA,54398,Rural,Vereda Mesa Rica,2007,3,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,8.226389,-73.081944,Sin informacion,8226389 73081944,Fuerza pblica
NORTE DE SANTANDER,54,LA PLAYA,54398,Rural,Vereda Mesa Rica,2007,3,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,8.226389,-73.081944,Sin informacion,8226389 73081944,Fuerza pblica
NORTE DE SANTANDER,54,LA PLAYA,54398,Rural,Vereda Mesa Rica,2007,3,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,8.226389,-73.081944,Sin informacion,8226389 73081944,Fuerza pblica
ANTIOQUIA,5,SAN FRANCISCO,5652,Rural,Sin informacin,2004,7,Mayor de 18 aos,No,Civil,Hombre,Muerto,5.935833,-75.036667,Sin informacion,5935833 75036667,Pasando estando cerca
ANTIOQUIA,5,AMALFI,5031,Rural,Vereda Salazar,2002,5,Mayor de 18 aos,No,Civil,Hombre,Herido,6.9081,-75.075344,Sin informacion,69081 75075344,Sin Informacin
META,50,VISTAHERMOSA,50711,Rural,Vereda Costa Rica,2006,2,Mayor de 18 aos,No,Civil,Hombre,Herido,3.125088,-73.752373,Sin informacion,3125088 73752373,Pasando estando cerca
META,50,VISTAHERMOSA,50711,Rural,Vereda Costa Rica,2006,2,Mayor de 18 aos,No,Civil,Hombre,Herido,3.125088,-73.752373,Sin informacion,3125088 73752373,Pasando estando cerca
NORTE DE SANTANDER,54,TIB,54810,Rural,Vereda Filo De La Virgen,2007,3,Mayor de 18 aos,No,Civil,Hombre,Herido,8.639326,-72.735541,Sin informacion,8639326 72735541,Pasando estando cerca
ANTIOQUIA,5,SAN FRANCISCO,5652,Rural,Vereda Buenos Aires,2003,8,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,5.965414,-75.10198,Sin informacion,5965414 7510198,Fuerza pblica
NARIO,52,TUMACO,52835,Rural,Guayacana,2006,8,Mayor de 18 aos,No,Civil,Hombre,Herido,2.20248683381,-78.5730006588,Sin informacion,220248683381 785730006588,Pasando estando cerca
CAQUETA,18,EL PAUJIL,18256,Rural,Sitio La Inspeccin,2004,7,Menor de 18 aos,No,Civil,Hombre,Herido,1.570034,-75.32675,Sin informacion,1570034 7532675,Pasando estando cerca
ANTIOQUIA,5,CARMEN DE VIBORAL,5148,Rural,Vereda La Represa,2003,9,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,6.083485,-75.334176,Sin informacion,6083485 75334176,Fuerza pblica
ARAUCA,81,SARAVENA,81736,Rural,Sin informacin,2002,1,Mayor de 18 aos,No,Civil,Hombre,Herido,6.958339,-71.878277,Sin informacion,6958339 71878277,Sin Informacin
CORDOBA,23,PUERTO LIBERTADOR,23580,Rural,Quebrada Jagua,2007,9,Mayor de 18 aos,No,Civil,Hombre,Herido,7.883545,-75.670508,Sin informacion,7883545 75670508,Sin Informacin
ANTIOQUIA,5,GUATAP,5321,Rural,Vereda La Pea,2002,5,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,6.1875,-75.164722,Sin informacion,61875 75164722,Fuerza pblica
ANTIOQUIA,5,SAN LUIS,5660,Rural,Sin informacin,2006,9,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,6.042723,-74.994899,Sin informacion,6042723 74994899,Fuerza pblica
NORTE DE SANTANDER,54,TIB,54810,Rural,Vereda Vetas Central,2003,4,Mayor de 18 aos,No,Civil,Hombre,Muerto,8.639326,-72.735541,Sin informacion,8639326 72735541,Sin Informacin
CAQUETA,18,SAN VICENTE DEL CAGUN,18753,Rural,Area General Llanos Del Yari,2004,7,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,1.343889,-74.244167,Sin informacion,1343889 74244167,Fuerza pblica
TOLIMA,73,VILLAHERMOSA,73870,Rural,Vereda El Resguardo,2003,12,Mayor de 18 aos,No,Civil,Hombre,Muerto,5.03035,-75.11827,Sin informacion,503035 7511827,Sin Informacin
META,50,VISTAHERMOSA,50711,Rural,Vereda La Cooperativa,2006,10,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,2.903056,-73.601944,Sin informacion,2903056 73601944,Fuerza pblica
META,50,VISTAHERMOSA,50711,Rural,Vereda La Cooperativa,2006,10,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,2.903056,-73.601944,Sin informacion,2903056 73601944,Fuerza pblica
META,50,VISTAHERMOSA,50711,Rural,Vereda La Cooperativa,2006,10,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,2.903056,-73.601944,Sin informacion,2903056 73601944,Fuerza pblica
META,50,VISTAHERMOSA,50711,Rural,Vereda La Cooperativa,2006,10,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,2.903056,-73.601944,Sin informacion,2903056 73601944,Fuerza pblica
META,50,VISTAHERMOSA,50711,Rural,Vereda La Cooperativa,2006,10,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,2.903056,-73.601944,Sin informacion,2903056 73601944,Fuerza pblica
META,50,VISTAHERMOSA,50711,Rural,Vereda La Cooperativa,2006,10,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,2.903056,-73.601944,Sin informacion,2903056 73601944,Fuerza pblica
META,50,VISTAHERMOSA,50711,Rural,Vereda La Cooperativa,2006,10,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,2.903056,-73.601944,Sin informacion,2903056 73601944,Fuerza pblica
META,50,VISTAHERMOSA,50711,Rural,Vereda La Cooperativa,2006,10,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,2.903056,-73.601944,Sin informacion,2903056 73601944,Fuerza pblica
META,50,VISTAHERMOSA,50711,Rural,Vereda La Cooperativa,2006,10,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,2.903056,-73.601944,Sin informacion,2903056 73601944,Fuerza pblica
META,50,VISTAHERMOSA,50711,Rural,Vereda La Cooperativa,2006,10,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,2.903056,-73.601944,Sin informacion,2903056 73601944,Fuerza pblica
ANTIOQUIA,5,EL BAGRE,5250,Rural,Vereda La Corona,2001,4,Mayor de 18 aos,No,Civil,Hombre,Herido,7.597383,-74.809065,Sin informacion,7597383 74809065,Sin Informacin
CALDAS,17,PENSILVANIA,17541,Rural,Sector Quebrada La Virgen,2004,3,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,5.433,-75.25,Sin informacion,5433 7525,Fuerza pblica
CALDAS,17,PENSILVANIA,17541,Rural,Sector Quebrada La Virgen,2004,3,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,5.433,-75.25,Sin informacion,5433 7525,Fuerza pblica
CALDAS,17,PCORA,17513,Rural,Sin informacin,2002,6,Mayor de 18 aos,No,Civil,Hombre,Herido,5.52706,-75.459289,Sin informacion,552706 75459289,Recogiendo comida agua   madera
ARAUCA,81,FORTUL,81300,Rural,Sector Cao Seco,2006,8,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,6.750556,-71.888056,Sin informacion,6750556 71888056,Fuerza pblica
NARIO,52,IPIALES,52356,Rural,Cabal,2004,2,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,0.826836,-77.638252,Sin informacion,0826836 77638252,Fuerza pblica
META,50,VISTAHERMOSA,50711,Rural,Vereda La Albania Finca Las Brisas De Guapaya,2006,3,Menor de 18 aos,No,Civil,Hombre,Herido,3.125088,-73.752373,Sin informacion,3125088 73752373,Sin Informacin
META,50,VISTAHERMOSA,50711,Rural,Vereda La Albania Finca Las Brisas De Guapaya,2006,3,Menor de 18 aos,No,Civil,Hombre,Herido,3.125088,-73.752373,Sin informacion,3125088 73752373,Sin Informacin
ANTIOQUIA,5,VALDIVIA,5854,Rural,Sin informacin,2006,2,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,7.165222,-75.438081,Sin informacion,7165222 75438081,Fuerza pblica
ANTIOQUIA,5,VALDIVIA,5854,Rural,Sin informacin,2006,2,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,7.165222,-75.438081,Sin informacion,7165222 75438081,Fuerza pblica
ANTIOQUIA,5,SAN FRANCISCO,5652,Rural,Vereda Pailania,2004,6,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,5.965414,-75.10198,Sin informacion,5965414 7510198,Fuerza pblica
ANTIOQUIA,5,SAN FRANCISCO,5652,Rural,Vereda Pailania,2004,6,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,5.965414,-75.10198,Sin informacion,5965414 7510198,Fuerza pblica
ANTIOQUIA,5,NECH,5495,Rural,Vereda Regencia,1993,4,Mayor de 18 aos,No,Civil,Hombre,Muerto,8.095854,-74.776599,Sin informacion,8095854 74776599,Manipulacin
ANTIOQUIA,5,NECH,5495,Rural,Vereda Regencia,1993,4,Mayor de 18 aos,No,Civil,Hombre,Muerto,8.095854,-74.776599,Sin informacion,8095854 74776599,Manipulacin
CHOCO,27,EL CARMEN DEL ATRATO,27245,Rural,Zona Limtrofe De Antioquia Y Choc,2005,5,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,5.892603,-76.145891,Sin informacion,5892603 76145891,Sin Informacin
CHOCO,27,EL CARMEN DEL ATRATO,27245,Rural,Zona Limtrofe De Antioquia Y Choc,2005,5,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,5.892603,-76.145891,Sin informacion,5892603 76145891,Sin Informacin
BOYACA,15,LABRANZAGRANDE,15377,Rural,Sin informacin,2000,7,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,5.593542,-72.565617,Sin informacion,5593542 72565617,Fuerza pblica
BOYACA,15,LABRANZAGRANDE,15377,Rural,Sin informacin,2000,7,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,5.593542,-72.565617,Sin informacion,5593542 72565617,Fuerza pblica
BOLIVAR,13,EL CARMEN DE BOLVAR,13244,Rural,Sector Aceituno,2005,8,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,9.685015,-75.122094,Sin informacion,9685015 75122094,Fuerza pblica
BOLIVAR,13,EL CARMEN DE BOLVAR,13244,Rural,Sector Aceituno,2005,8,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,9.685015,-75.122094,Sin informacion,9685015 75122094,Fuerza pblica
NORTE DE SANTANDER,54,TEORAMA,54800,Rural,Vereda Marquetalia,2007,2,Mayor de 18 aos,No,Civil,Hombre,Herido,8.437183,-73.287706,Sin informacion,8437183 73287706,Sin Informacin
VAUPES,97,MIT,97001,Rural,San Miguel,2003,10,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,1.220556,-70.270833,Sin informacion,1220556 70270833,Fuerza pblica
VAUPES,97,MIT,97001,Rural,San Miguel,2003,10,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,1.220556,-70.270833,Sin informacion,1220556 70270833,Fuerza pblica
VAUPES,97,MIT,97001,Rural,San Miguel,2003,10,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,1.220556,-70.270833,Sin informacion,1220556 70270833,Fuerza pblica
SANTANDER,68,SAN MIGUEL,68686,Rural,Sin informacin,2002,4,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,6.575641,-72.645506,Sin informacion,6575641 72645506,Fuerza pblica
SANTANDER,68,SAN MIGUEL,68686,Rural,Sin informacin,2002,4,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,6.575641,-72.645506,Sin informacion,6575641 72645506,Fuerza pblica
BOYACA,15,PAJARITO,15518,Rural,Sin informacin,1993,10,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,5.319845,-72.677481,Sin informacion,5319845 72677481,Fuerza pblica
CUNDINAMARCA,25,GUAYABAL DE SQUIMA,25328,Rural,Mesitas,2003,4,Menor de 18 aos,No,Civil,Hombre,Herido,4.877547,-74.466984,Sin informacion,4877547 74466984,Pasando estando cerca
PUTUMAYO,86,PUERTO GUZMN,86571,Rural,Vereda Las Palmas,2008,5,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,0.964878,-76.407827,Sin informacion,0964878 76407827,Fuerza pblica
PUTUMAYO,86,PUERTO GUZMN,86571,Rural,Vereda Las Palmas,2008,5,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,0.964878,-76.407827,Sin informacion,0964878 76407827,Fuerza pblica
PUTUMAYO,86,PUERTO GUZMN,86571,Rural,Vereda Las Palmas,2008,5,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,0.964878,-76.407827,Sin informacion,0964878 76407827,Fuerza pblica
PUTUMAYO,86,PUERTO GUZMN,86571,Rural,Vereda Las Palmas,2008,5,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,0.964878,-76.407827,Sin informacion,0964878 76407827,Fuerza pblica
PUTUMAYO,86,PUERTO GUZMN,86571,Rural,Vereda Las Palmas,2008,5,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,0.964878,-76.407827,Sin informacion,0964878 76407827,Fuerza pblica
TOLIMA,73,PLANADAS,73555,Rural,Vereda El Jordan,2006,1,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,3.069444,-75.673056,Sin informacion,3069444 75673056,Fuerza pblica
BOLIVAR,13,SAN PABLO,13670,Rural,Sin informacin,2005,11,Mayor de 18 aos,No,Civil,Hombre,Herido,7.483919,-73.933361,Sin informacion,7483919 73933361,Sin Informacin
ANTIOQUIA,5,ABEJORRAL,5002,Rural,Vereda Carrizales,2005,5,Menor de 18 aos,No,Civil,Hombre,Herido,5.790278,-75.4275,Sin informacion,5790278 754275,Sin Informacin
ANTIOQUIA,5,SONSN,5756,Rural,Vereda La Aguada,2005,12,Menor de 18 aos,No,Civil,Mujer,Muerto,5.709167,-75.310278,Sin informacion,5709167 75310278,Pasando estando cerca
ANTIOQUIA,5,SONSN,5756,Rural,Vereda La Aguada,2005,12,Menor de 18 aos,No,Civil,Hombre,Herido,5.709167,-75.310278,Sin informacion,5709167 75310278,Pasando estando cerca
ANTIOQUIA,5,ANOR,5040,Rural,Vereda Las Nieves,2007,10,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,7.183889,-75.303333,Sin informacion,7183889 75303333,Fuerza pblica
ARAUCA,81,ARAUQUITA,81065,Rural,Vereda Buenos Aires,2008,5,Menor de 18 aos,No,Civil,Hombre,Muerto,7.023186,-71.384978,Sin informacion,7023186 71384978,Caza pesca
CALDAS,17,PENSILVANIA,17541,Rural,Vereda Aguacatal,2004,2,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,5.522222,-75.190556,Sin informacion,5522222 75190556,Fuerza pblica
META,50,VISTAHERMOSA,50711,Rural,Inspeccin Santo Domingo,2005,4,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,2.868333,-73.796667,Sin informacion,2868333 73796667,Fuerza pblica
META,50,VISTAHERMOSA,50711,Rural,Inspeccin Santo Domingo,2005,4,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,2.868333,-73.796667,Sin informacion,2868333 73796667,Fuerza pblica
ANTIOQUIA,5,EL BAGRE,5250,Rural,Sin informacin,2007,2,Mayor de 18 aos,No,Civil,Hombre,Herido,7.597383,-74.809065,Sin informacion,7597383 74809065,Sin Informacin
ANTIOQUIA,5,EL BAGRE,5250,Rural,Sin informacin,2007,2,Mayor de 18 aos,No,Civil,Hombre,Herido,7.597383,-74.809065,Sin informacion,7597383 74809065,Sin Informacin
ANTIOQUIA,5,TARAZ,5790,Rural,Sin informacin,2005,4,Mayor de 18 aos,No,Civil,Hombre,Herido,7.582546,-75.400212,Sin informacion,7582546 75400212,Sin Informacin
ANTIOQUIA,5,YOLOMB,5890,Rural,Sin informacin,2001,7,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,6.59606,-75.013537,Sin informacion,659606 75013537,Sin Informacin
ANTIOQUIA,5,ZARAGOZA,5895,Rural,Sitio Arenales,1994,11,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,7.490632,-74.867778,Sin informacion,7490632 74867778,Fuerza pblica
CAQUETA,18,SAN VICENTE DEL CAGUN,18753,Rural,Rio Coreguaje,2007,10,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,2.693333,-74.644444,Sin informacion,2693333 74644444,Fuerza pblica
CAQUETA,18,MILN,18460,Rural,Vereda Marquetalia,2004,2,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,1.289829,-75.507011,Sin informacion,1289829 75507011,Fuerza pblica
CAUCA,19,BALBOA,19075,Rural,Vereda La Planada,2002,8,Mayor de 18 aos,No,Civil,Hombre,Muerto,2.039527,-77.217142,Sin informacion,2039527 77217142,Sin Informacin
ARAUCA,81,ARAUQUITA,81065,Rural,Limites Fronterizos,2007,2,Mayor de 18 aos,No,Fuerza pblica,Hombre,Herido,6.623333,-71.1125,Sin informacion,6623333 711125,Fuerza pblica
CALDAS,17,RIOSUCIO,17614,Rural,Sin informacin,2003,7,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,5.424265,-75.703599,Sin informacion,5424265 75703599,Fuerza pblica
CALDAS,17,RIOSUCIO,17614,Rural,Sin informacin,2003,7,Mayor de 18 aos,No,Fuerza pblica,Hombre,Muerto,5.424265,-75.703599,Sin informacion,5424265 75703599,Fuerza pblica
